feature_1,feature_2,label
0.15713623165439872,-0.7698677466591313,0
-1.8058691966765268,-2.296159239255096,0
3.254029301596275,-2.647665158772239,1
3.028133952633138,-2.6118830812829517,1
1.9391289411457442,-1.7709843273589128,1
-2.0216914681379006,-2.6527810857601697,0
-3.037438863095628,-1.5107225754786189,0
-2.91481114685476,-1.6283619321935305,0
-3.1446396553618747,-3.205443352906312,0
-1.6823787430629753,-2.124166345596257,0
-3.5350795549714062,-4.032355444469731,0
0.9593731531598322,-2.0928045973537426,1
2.233975742873475,-2.9431135727856863,1
-1.8807597855886797,-0.6114055553112114,0
3.238773998014432,-2.6377822303860454,1
3.1981870054702024,-2.689702476772334,1
-4.713334085013346,-3.10655293495951,0
-1.6192191821684272,-1.3360515988865878,0
-2.6991769876268585,-2.4853656616635225,0
-3.616840366253623,-3.112468117106892,0
-2.253672278960031,-1.6127321922298308,0
2.4679294277801764,-2.337707953208824,1
-2.309960675743998,-1.2375961031231075,0
-2.572693404983777,-2.7417616068780326,0
2.968758705883137,-2.37455034880359,1
-1.9932583900562788,-0.9590687768316319,0
-2.4870130372720602,-3.1404113034873316,0
-3.4339621003374194,-2.8915174463631512,0
-3.5081707129666375,-3.1076157648258116,0
-2.4093615728350852,-1.4009669819692585,0
2.97258697907508,-2.6161179666359593,1
3.5457908658479482,-3.196609679163985,1
-3.7747324468529686,-2.1709796608175522,0
3.124329232582007,-2.89359228056098,1
2.414787596349086,-2.7214688875348836,1
1.9342636001439684,-2.3228670830113494,1
-2.1502862690761755,-2.6611386713347622,0
3.6566137092193998,-2.6370367512532686,1
2.921195932077385,-2.627621071390882,1
-3.4379415610939157,-2.4875944005506163,0
-2.688892925986941,-2.9822378289871625,0
3.5508183606222956,-2.7924084850620643,1
4.024701668556199,-3.3589837379830567,1
-2.907569239051009,-2.59912480816508,0
-2.526830390799612,-2.729247382339715,0
-3.9257712369201085,-3.336500150317952,0
3.605329653143532,-3.1846143672167417,1
2.377487650656469,-2.270158726697535,1
-1.9632119452899675,-3.150209798667113,0
2.2374608723054914,-2.3369908618189457,1
-2.764492476660477,-3.3329826761536583,0
2.472946298743897,-2.6824869302153607,1
1.3550151921833546,-1.8498061875419889,1
-3.4082137077446832,-3.078230824453169,0
3.4581015215273947,-3.020351709039894,1
2.8723748085293654,-2.37320109652969,1
2.6973993982895026,-2.4690695976612047,1
-1.9928944152998391,-2.6863356602521455,0
2.753529426896496,-2.0974838192584015,1
-2.5857286411385454,-1.9007769199672753,0
-2.956963456435931,-2.0775788873606036,0
-4.535233475082213,-4.555610120130187,0
-2.0906062382558552,-2.1579213838126434,0
-0.9195182368268122,-2.2695178563446894,0
-1.7343832698465902,-1.4939787957566095,0
3.120120936982336,-2.940030295773878,1
2.620967405571716,-2.5913972071033085,1
0.442695720978314,-2.2197883980890736,1
-1.679807012407378,-1.389147571468296,0
2.597140349069092,-2.634298992648326,1
2.395625865392493,-2.274293751198525,1
-2.8554295045671556,-4.179677999062955,0
2.23289894507066,-2.6213148177053736,1
2.975333982619677,-2.770150100768948,1
-1.5628246823756249,-2.212251990866372,0
1.0829323666095487,-1.6624492458348046,1
2.4157464061042893,-2.2844742097435327,1
1.4509626843273495,-1.966962015083889,1
1.7956913042122524,-2.346614232521874,1
-2.6309283259101934,-2.2872686388557586,0
2.426150859553032,-2.571689653929179,1
-4.13826905460695,-4.489387773211736,0
-2.148682247130544,-2.445734633418142,0
1.9735850303535911,-2.207737604590587,1
1.989250073190433,-2.3513258647611988,1
-3.6370166190578033,-3.3160251920833765,0
3.6246729800073223,-3.327907933740172,1
-3.8943146157754116,-4.050940716024647,0
-1.6624328521815772,0.1551373084528591,0
3.0683823751156223,-2.828044041036159,1
1.9418820698521693,-2.384728365610845,1
-1.3048560314876845,-0.9895708434807562,0
-2.848414760132121,-2.214169888485064,0
2.0481026260207154,-2.5819814887056998,1
2.571238578919364,-2.7308441431757675,1
2.544806447125176,-2.8834191329299776,1
-2.493341309797575,-1.9475325722720012,0
-3.792262221659558,-4.106030034299176,0
2.0279341883950828,-2.7182866080069044,1
-2.408226689615636,-2.365227605539515,0
1.8164446626728923,-2.0108330885916175,1
-4.147083110504283,-4.107782761482924,0
-1.4659579349226586,-1.4040290965555065,0
-2.7439267468532598,-3.865741131412335,0
1.9303094776279184,-2.118728170709715,1
-1.1330040936193333,-2.7850134012517795,0
-2.754034657520074,-2.626570821429702,0
-2.4999305501047013,-1.4816635381453553,0
4.5263863352605185,-3.014267202275576,1
1.3821974030478277,-2.14334868822412,1
2.77018932510675,-2.620670138048812,1
-3.1280391722717384,-2.342636609495301,0
1.6768252719885492,-2.133291268607307,1
-0.4123595444177637,-0.8069484738067763,0
-2.5894505019614145,-1.0899124319376945,0
2.894682434468568,-2.668873996769429,1
1.462689207804988,-1.7008372840467398,1
